"BDtotal","Repl","RichDif","Repl.BDtotal","RichDif.BDtotal","TimeWindow","Index"
0.45274382490231,0.0946144596376897,0.35812936526462,0.208980121723593,0.791019878276407,"1990_1995","Ruzicka_abund"
0.452515997927826,0.0822651989121217,0.370250799015704,0.181795117275042,0.818204882724958,"1996_2000","Ruzicka_abund"
0.436592577724955,0.0532873569074093,0.383305220817546,0.122052823676218,0.877947176323782,"2001_2005","Ruzicka_abund"
0.435251710148193,0.0539197688134768,0.381331941334716,0.123881808057959,0.876118191942041,"2006_2012","Ruzicka_abund"
0.402319606352703,0.106086117808533,0.296233488544171,0.263686174209292,0.736313825790708,"1990_1995","Jaccard_pa"
0.38988147435795,0.0924670655047552,0.297414408853195,0.237167117665768,0.762832882334232,"1996_2000","Jaccard_pa"
0.358366745020945,0.0687868455987759,0.289579899422169,0.191945392686354,0.808054607313646,"2001_2005","Jaccard_pa"
0.344578172420586,0.0631615492554951,0.28141662316509,0.183301074504514,0.816698925495486,"2006_2012","Jaccard_pa"
