"TimeWindow","TrophicLevel","niche.overlap"
"1990_1995","ResArea_Orig",0.303744252888222
"1996_2000","ResArea_Orig",0.334816624577364
"2001_2005","ResArea_Orig",0.55732969289571
"2006_2012","ResArea_Orig",0.545185167173672
"1990_1995","Most_Probable_Topic",0.640237273137644
"1996_2000","Most_Probable_Topic",0.670181591916278
"2001_2005","Most_Probable_Topic",0.723487869456706
"2006_2012","Most_Probable_Topic",0.634441402194767
